student_id,age,gender,socioeconomic_status,attendance_rate,avg_grade,assignment_submission_rate,lms_logins_per_week,participation_score,disciplinary_incidents,financial_aid,first_generation,distance_from_school_km,previous_failures,dropout
STU-02458,20,Male,Low,89.06,60.76,0.604,7,5.51,0,1,1,5.58,3,0
STU-02459,20,Female,Low,100.0,76.95,0.627,12,4.06,2,1,1,3.95,2,0
STU-02460,19,Male,Medium,89.32,85.66,0.934,10,5.2,1,0,0,15.01,2,0
STU-02461,19,Male,High,69.95,59.41,0.921,10,4.0,1,0,0,3.46,1,0
STU-02462,20,Male,Medium,100.0,82.36,0.939,8,6.77,0,0,0,10.26,0,0
STU-02463,23,Female,Low,91.6,67.37,0.653,9,5.52,1,0,1,4.77,2,0
STU-02464,23,Male,Medium,59.94,72.04,0.692,7,2.87,1,0,0,9.63,2,0
STU-02465,19,Male,Low,68.67,69.15,0.62,12,6.71,3,1,1,1.95,3,0
STU-02466,19,Female,Medium,76.59,78.6,0.699,8,4.45,2,1,1,19.42,1,0
STU-02467,19,Female,High,92.47,89.85,0.976,13,6.23,0,0,0,2.23,3,0
STU-02468,22,Female,Medium,55.83,59.52,0.718,10,5.49,2,0,0,3.25,3,1
STU-02469,21,Male,Medium,80.69,83.76,0.668,11,3.34,1,0,1,8.1,0,0
STU-02470,21,Male,Medium,90.59,72.59,0.755,9,4.56,2,0,0,17.48,2,0
STU-02471,22,Female,Medium,50.82,65.65,0.784,11,4.0,1,0,0,2.8,1,0
STU-02472,19,Male,High,91.46,60.94,0.568,13,2.67,1,0,0,5.65,0,0
STU-02473,23,Female,Medium,91.54,71.47,0.676,10,4.75,2,0,0,6.99,1,0
STU-02474,20,Female,Medium,72.69,93.05,0.973,9,8.05,0,0,0,13.93,2,0
STU-02475,19,Female,Medium,69.31,74.38,0.814,7,7.08,1,1,0,2.45,2,0
STU-02476,20,Male,Low,70.51,72.16,0.759,10,5.66,1,1,0,11.12,2,0
STU-02477,23,Male,Low,50.61,48.25,0.53,7,4.43,2,1,1,16.12,3,1
STU-02478,20,Female,Low,76.41,57.94,0.63,9,4.95,0,1,1,8.66,1,0
STU-02479,22,Female,Medium,84.42,72.88,0.68,7,4.17,2,0,0,1.61,2,0
STU-02480,19,Male,High,69.84,69.6,0.551,8,6.01,1,0,0,11.75,3,0
STU-02481,19,Male,Medium,92.69,98.64,0.751,12,4.05,0,0,0,16.92,0,0
STU-02482,22,Male,Low,81.13,81.33,0.859,11,6.55,4,1,0,5.59,1,0
STU-02483,19,Male,Low,82.86,73.06,0.728,9,4.15,3,1,0,2.03,1,0
STU-02484,22,Male,Medium,77.58,72.89,0.769,9,4.12,4,1,0,8.84,1,0
STU-02485,21,Female,High,91.42,88.21,0.748,7,6.06,0,1,0,6.82,1,0
STU-02486,19,Male,Medium,96.2,67.99,0.683,9,8.16,1,0,0,2.65,4,0
STU-02487,20,Female,Medium,77.52,52.99,0.55,8,6.05,1,1,0,11.48,2,0
STU-02488,19,Female,High,91.62,88.16,1.0,12,6.6,1,0,0,9.03,1,0
STU-02489,21,Female,Low,88.49,75.4,0.838,9,5.55,1,1,1,6.67,0,0
STU-02490,24,Female,Medium,86.6,63.45,0.543,7,5.53,1,0,0,6.09,4,0
STU-02491,20,Male,High,100.0,63.8,0.695,12,7.44,0,1,0,8.9,0,0
STU-02492,22,Non-binary,Medium,74.01,79.46,0.681,8,1.85,0,1,0,2.96,1,0
STU-02493,21,Male,Low,75.36,63.16,0.316,6,3.02,1,0,1,13.89,1,0
STU-02494,21,Female,High,74.7,76.61,0.953,11,3.74,0,1,0,16.19,5,0
STU-02495,20,Male,High,91.23,77.9,0.712,11,4.88,0,0,0,6.14,1,0
STU-02496,19,Male,Medium,79.0,72.58,0.836,9,3.27,1,1,0,5.3,0,0
STU-02497,21,Female,Medium,74.35,64.76,0.564,8,1.42,0,1,0,3.56,1,0
STU-02498,20,Male,Low,98.29,78.62,0.667,11,3.51,1,0,1,2.17,2,0
STU-02499,19,Male,High,100.0,90.52,0.802,11,5.09,1,0,0,4.84,0,0
STU-02500,23,Female,Medium,78.38,69.87,0.718,9,5.45,3,1,1,7.52,3,0
STU-02501,21,Male,Low,64.96,60.05,0.623,8,2.58,1,1,1,11.79,1,0
STU-02502,20,Male,Medium,100.0,89.08,0.914,10,5.01,1,1,0,2.49,1,0
STU-02503,23,Female,High,88.43,85.94,0.768,9,5.79,1,1,0,6.36,2,0
STU-02504,17,Female,High,87.88,67.56,0.672,9,5.31,1,1,0,6.68,0,0
STU-02505,23,Male,Low,81.16,70.87,0.595,7,6.74,0,1,1,9.99,2,0
STU-02506,19,Male,Low,71.2,61.14,0.788,7,5.83,1,1,1,4.41,1,0
STU-02507,21,Non-binary,High,78.7,74.67,0.572,8,2.73,1,1,0,17.77,2,0
STU-02508,19,Male,High,90.7,94.63,0.804,12,4.52,1,1,1,13.5,1,0
STU-02509,19,Male,Medium,77.08,75.59,0.686,5,5.51,0,1,1,8.04,0,0
STU-02510,23,Male,Medium,86.76,98.29,1.0,10,4.66,1,1,0,16.54,2,0
STU-02511,24,Male,Medium,82.15,76.63,0.838,10,4.73,1,0,0,10.4,1,0
STU-02512,20,Male,Medium,70.37,67.12,0.561,10,1.37,2,1,1,15.18,4,0
STU-02513,21,Female,Low,97.83,78.96,0.865,14,4.14,1,1,1,12.67,0,0
STU-02514,21,Male,Low,86.53,75.16,0.795,9,7.0,1,1,0,9.44,3,0
STU-02515,24,Male,Low,83.64,75.57,0.77,13,5.26,3,1,0,9.69,0,0
STU-02516,17,Male,High,89.36,69.72,0.77,11,4.4,2,0,0,8.25,1,0
STU-02517,21,Male,Low,60.28,58.8,0.598,9,2.74,0,1,1,28.5,2,0
STU-02518,19,Male,Low,74.58,60.75,0.629,7,6.57,0,0,1,14.03,1,1
STU-02519,17,Female,Medium,65.2,76.59,0.56,9,2.61,3,0,1,7.74,2,0
STU-02520,20,Female,Low,81.37,52.0,0.705,11,5.38,1,0,1,17.33,2,0
STU-02521,24,Female,Low,83.59,73.89,0.669,8,5.92,0,1,0,4.37,5,0
STU-02522,19,Female,Medium,83.55,59.92,0.453,4,6.03,2,1,0,8.55,1,0
STU-02523,22,Female,Medium,94.96,84.91,0.758,10,4.31,1,0,1,4.45,1,0
STU-02524,23,Female,Medium,65.53,62.46,0.567,7,1.61,3,1,0,7.31,1,0
STU-02525,20,Female,High,74.46,54.32,0.456,10,2.07,0,0,0,5.51,3,0
STU-02526,21,Female,Low,84.56,82.21,0.888,9,6.47,1,1,1,7.66,1,0
STU-02527,17,Male,High,86.15,52.94,0.657,8,7.57,0,0,0,4.38,1,0
STU-02528,19,Male,High,68.78,69.45,0.449,6,4.4,2,0,1,8.71,0,0
STU-02529,22,Female,High,96.41,89.94,0.8,9,4.78,2,0,0,2.3,0,0
STU-02530,21,Female,Medium,98.98,96.28,0.864,15,7.68,0,0,0,5.92,3,0
STU-02531,21,Female,Medium,86.68,60.51,0.585,6,3.92,0,0,1,4.78,3,0
STU-02532,21,Female,Medium,65.4,61.23,0.817,6,3.19,2,1,0,0.42,1,0
STU-02533,25,Female,Medium,83.76,86.04,0.731,9,4.44,2,0,0,14.59,3,0
STU-02534,20,Female,Low,83.74,83.91,0.997,14,4.95,0,1,0,21.16,1,0
STU-02535,24,Female,High,80.26,88.08,0.828,11,4.08,0,0,0,9.95,2,0
STU-02536,21,Non-binary,Medium,96.82,100.0,1.0,14,8.07,0,0,1,7.08,0,0
STU-02537,24,Male,Medium,80.72,68.66,0.64,8,3.76,0,0,0,4.78,0,0
STU-02538,18,Male,Medium,100.0,86.72,0.783,8,3.58,0,1,0,8.48,2,0
STU-02539,21,Female,Low,88.61,71.28,0.697,9,5.84,0,1,1,11.69,1,0
STU-02540,20,Female,Medium,85.04,56.07,0.723,9,3.6,1,0,0,14.2,0,0
STU-02541,21,Male,Medium,92.12,78.32,0.78,10,4.15,0,0,0,11.85,1,0
STU-02542,23,Female,Medium,98.84,62.5,0.649,10,6.3,0,0,0,4.26,0,0
STU-02543,21,Male,Medium,91.89,73.9,0.799,11,4.48,0,1,0,5.18,0,0
STU-02544,23,Non-binary,Low,79.17,55.52,0.457,7,3.19,2,1,1,2.99,0,0
STU-02545,19,Male,Medium,74.74,75.26,0.775,7,4.7,1,1,0,3.85,1,0
STU-02546,19,Female,Medium,69.66,60.65,0.532,6,3.24,1,0,0,11.59,1,0
STU-02547,21,Male,High,56.4,45.97,0.656,8,2.84,1,0,0,6.99,2,0
STU-02548,20,Female,Low,81.92,80.18,0.827,10,1.85,3,1,0,11.92,3,0
STU-02549,20,Female,Medium,77.74,66.28,0.739,11,4.42,1,1,0,13.29,3,0
STU-02550,18,Female,Low,76.32,64.51,0.396,11,5.76,1,1,1,7.91,2,0
STU-02551,23,Male,Medium,93.32,70.01,0.774,8,6.36,1,0,0,12.35,1,0
STU-02552,20,Male,Medium,80.77,85.26,0.8,9,4.47,2,1,0,6.02,1,0
STU-02553,23,Female,Medium,100.0,85.71,0.653,10,6.05,3,0,0,8.07,4,0
STU-02554,21,Female,High,76.95,67.55,0.679,6,5.31,2,0,1,2.23,2,0
STU-02555,22,Male,Low,69.32,46.33,0.301,6,1.7,1,1,1,5.75,1,0
STU-02556,22,Male,Medium,68.17,92.83,0.961,12,6.7,4,0,1,3.93,1,0
STU-02557,19,Female,Low,87.95,94.21,1.0,9,6.19,3,0,1,1.78,1,0
STU-02558,21,Female,Low,92.67,91.11,0.657,8,4.64,1,1,0,9.14,1,0
STU-02559,25,Male,Medium,75.46,64.19,0.635,9,6.45,0,0,0,6.45,4,0
STU-02560,21,Male,Low,68.3,59.97,0.582,10,0.84,3,1,0,5.32,2,0
STU-02561,22,Male,Medium,98.83,86.45,0.593,9,3.5,2,1,0,5.52,1,0
STU-02562,22,Female,Medium,66.05,57.76,0.692,8,4.89,0,0,0,2.45,2,0
STU-02563,21,Female,Medium,93.11,69.8,0.762,6,6.37,0,0,0,10.79,1,0
STU-02564,21,Female,Medium,75.72,85.93,1.0,11,7.71,0,1,0,10.77,5,0
STU-02565,22,Female,Medium,86.37,75.91,0.8,10,2.09,2,0,0,4.22,1,0
STU-02566,22,Male,Medium,93.85,68.85,0.573,11,6.06,0,1,0,2.85,0,0
STU-02567,18,Female,Low,85.24,82.64,0.86,6,3.65,0,0,1,9.22,0,0
STU-02568,21,Male,Low,76.75,63.3,0.785,9,5.35,1,1,0,18.33,2,0
STU-02569,20,Male,Medium,97.36,61.94,0.563,11,4.89,0,1,0,7.35,1,0
STU-02570,20,Non-binary,High,86.43,66.89,0.764,9,6.32,1,1,0,11.73,2,0
STU-02571,23,Male,Low,100.0,75.04,0.45,9,4.41,1,1,1,5.09,1,0
STU-02572,19,Male,Medium,63.24,67.56,0.844,8,5.76,1,0,0,8.29,1,0
STU-02573,18,Female,Medium,63.08,67.0,0.759,8,2.91,1,1,0,1.0,2,0
STU-02574,22,Female,High,94.19,94.24,0.594,12,4.83,1,0,1,4.76,0,0
STU-02575,18,Female,Medium,81.65,71.82,0.75,7,5.15,1,0,0,2.78,0,0
STU-02576,17,Non-binary,Medium,90.72,73.89,0.484,9,6.78,0,0,0,23.83,3,0
STU-02577,22,Male,Medium,69.92,81.01,0.711,9,5.39,2,1,0,7.01,2,0
STU-02578,21,Female,High,83.85,86.78,0.916,12,5.79,0,1,0,31.61,0,0
STU-02579,21,Female,Low,85.03,70.88,0.68,9,5.7,3,0,0,6.95,3,0
STU-02580,20,Female,High,77.27,76.76,0.898,11,6.67,2,0,1,9.13,2,0
STU-02581,18,Female,Low,82.55,67.07,0.671,9,5.19,0,0,1,6.41,2,0
STU-02582,18,Male,High,68.27,57.9,0.579,8,2.29,1,0,0,5.3,0,0
STU-02583,20,Female,Low,84.34,94.66,1.0,10,6.68,1,1,0,8.91,0,0
STU-02584,18,Male,Low,95.9,72.81,0.673,11,5.23,1,1,1,11.38,3,0
STU-02585,21,Male,Low,66.39,67.02,0.66,9,3.4,2,1,0,3.47,3,0
STU-02586,20,Female,Medium,67.72,52.35,0.548,6,2.5,2,0,0,5.2,1,0
STU-02587,21,Female,Medium,95.09,88.01,0.837,11,6.57,1,0,0,2.14,0,0
STU-02588,21,Non-binary,Low,65.53,51.59,0.668,9,4.6,1,1,1,1.45,1,0
STU-02589,21,Male,Medium,91.25,95.58,0.831,13,4.23,0,1,0,11.37,1,0
STU-02590,22,Female,Medium,82.61,92.63,0.786,8,3.48,0,0,0,10.56,2,0
STU-02591,20,Female,Medium,77.4,77.81,0.629,10,6.94,0,1,0,6.04,2,0
STU-02592,21,Male,High,99.38,85.6,0.567,9,6.29,0,0,0,10.57,0,0
STU-02593,21,Male,Medium,92.21,77.39,0.931,11,6.05,3,0,1,11.71,0,0
STU-02594,17,Male,Low,83.08,71.6,0.595,7,5.29,4,1,1,14.51,3,0
STU-02595,22,Male,Low,56.32,63.33,0.602,7,2.61,3,1,1,1.05,1,0
STU-02596,21,Male,High,91.08,81.37,0.975,11,5.78,0,1,1,7.17,0,0
STU-02597,22,Female,Low,68.22,74.76,0.713,7,4.18,3,0,1,2.81,2,0
STU-02598,18,Male,Medium,79.56,64.01,0.698,12,5.97,1,0,0,3.87,3,0
STU-02599,20,Female,High,83.33,92.03,0.71,6,2.84,2,0,0,3.61,4,1
STU-02600,18,Male,High,100.0,80.52,0.948,12,4.91,0,0,1,8.66,3,0
STU-02601,22,Non-binary,Medium,79.21,65.56,0.636,4,2.68,1,1,0,4.58,3,0
STU-02602,18,Non-binary,Medium,66.35,70.47,0.571,7,4.81,2,0,0,1.03,2,0
STU-02603,19,Male,Medium,98.17,86.39,0.709,11,5.34,2,1,1,9.7,0,0
STU-02604,22,Male,Medium,89.98,60.83,0.812,11,4.16,1,1,0,2.75,0,0
STU-02605,19,Male,Low,88.39,69.82,0.617,9,4.44,1,1,1,2.87,4,0
STU-02606,19,Non-binary,Low,96.37,56.74,0.454,9,3.7,0,1,1,34.42,2,0
STU-02607,22,Male,Medium,100.0,76.24,0.691,11,3.5,0,0,0,16.93,0,0
STU-02608,22,Female,Low,70.19,59.57,0.603,10,5.65,1,1,1,4.59,1,0
STU-02609,22,Female,Medium,66.7,69.99,0.707,11,3.85,2,0,0,3.24,0,0
STU-02610,22,Male,Medium,91.27,70.93,0.75,7,7.1,1,1,0,11.06,1,0
STU-02611,20,Male,High,80.36,69.81,0.715,9,2.68,0,0,1,35.0,0,0
STU-02612,20,Male,High,81.36,88.84,0.93,6,6.14,0,1,1,19.63,2,0
STU-02613,19,Male,Medium,69.66,89.08,0.822,6,2.55,2,0,1,11.75,4,0
STU-02614,21,Female,Medium,88.42,68.23,0.922,9,9.15,1,0,0,19.53,0,0
STU-02615,19,Female,Low,84.42,82.92,0.742,11,2.55,2,0,1,10.06,1,0
STU-02616,20,Male,Medium,80.29,77.42,0.915,9,7.86,0,1,0,18.68,0,0
STU-02617,22,Female,Low,64.73,45.88,0.407,7,2.99,4,1,1,4.09,3,1
STU-02618,23,Male,High,96.55,75.18,0.562,10,4.69,1,0,0,14.27,0,0
STU-02619,21,Male,High,86.06,47.78,0.295,7,4.44,0,0,1,6.7,4,1
STU-02620,24,Male,High,95.55,85.85,0.863,7,4.55,2,0,0,11.51,1,0
STU-02621,19,Female,High,60.12,54.84,0.696,7,4.83,0,1,0,20.14,0,0
STU-02622,17,Male,High,83.88,78.35,0.623,9,5.77,0,0,0,5.7,1,0
STU-02623,22,Female,Low,72.11,92.52,0.779,10,4.56,4,1,1,3.87,2,0
STU-02624,19,Female,High,83.65,92.83,0.934,10,5.9,0,1,0,15.14,2,0
STU-02625,20,Female,Medium,92.38,71.67,0.703,11,7.91,1,0,0,8.54,1,0
STU-02626,17,Female,Medium,86.07,66.23,0.586,11,5.46,0,1,1,9.12,4,1
STU-02627,19,Male,Medium,82.2,87.39,0.686,11,3.6,0,0,0,3.74,3,0
STU-02628,17,Male,Medium,82.14,64.38,0.677,9,5.71,1,0,0,10.98,0,0
STU-02629,20,Female,Low,62.84,72.28,0.787,6,3.39,3,1,0,13.29,3,0
STU-02630,20,Male,Low,70.03,93.17,0.949,7,3.96,2,1,0,4.6,1,0
STU-02631,21,Male,Low,92.33,83.27,0.807,8,6.26,0,0,0,6.63,3,0
STU-02632,23,Male,Medium,76.44,83.53,0.68,7,3.0,1,0,0,4.65,0,0
STU-02633,22,Male,High,95.79,93.41,0.93,11,6.15,1,0,0,10.31,1,0
STU-02634,17,Male,Medium,91.09,73.15,0.745,13,6.23,2,0,0,16.84,1,0
STU-02635,22,Female,Medium,91.67,81.9,0.635,10,7.63,0,0,1,0.2,0,0
STU-02636,21,Female,Medium,85.66,66.55,0.622,9,5.54,0,0,1,5.0,3,0
STU-02637,20,Male,Medium,77.2,84.96,0.863,11,2.98,1,0,0,23.42,3,0
STU-02638,20,Male,Low,78.34,58.95,0.583,7,2.35,2,1,0,6.26,0,0
STU-02639,21,Male,High,90.29,87.1,0.602,11,7.21,0,1,0,8.58,1,0
STU-02640,19,Female,Low,56.62,70.69,0.618,9,2.44,0,1,1,32.28,0,0
STU-02641,20,Female,Medium,95.68,76.01,0.656,10,3.08,0,0,0,21.7,4,0
STU-02642,23,Male,Medium,76.5,64.51,0.708,13,3.1,1,0,0,10.67,3,0
STU-02643,19,Female,Medium,81.05,72.21,1.0,12,6.76,1,1,0,6.43,2,0
STU-02644,18,Male,High,82.4,67.38,0.682,9,4.85,0,0,0,13.05,3,0
STU-02645,20,Male,Low,79.56,71.95,0.562,8,5.08,0,1,0,4.61,0,0
STU-02646,18,Female,High,68.8,60.6,0.588,7,3.73,2,0,0,4.85,0,0
STU-02647,17,Female,Medium,83.67,66.72,0.661,9,3.14,1,0,0,2.75,3,0
STU-02648,20,Female,Medium,88.54,82.97,0.892,10,3.14,0,0,0,4.2,2,0
STU-02649,24,Female,Medium,59.51,69.74,0.835,8,2.98,1,0,0,6.34,2,0
STU-02650,20,Male,High,68.94,66.91,0.829,8,4.72,2,1,0,10.08,1,0
STU-02651,21,Male,High,93.1,64.98,0.709,8,3.6,2,0,1,10.8,1,0
STU-02652,17,Female,Medium,89.81,89.82,0.861,9,6.97,1,1,0,5.81,1,0
STU-02653,21,Male,High,86.54,73.8,0.9,7,4.17,0,0,0,8.73,1,0
STU-02654,21,Female,Medium,74.5,91.38,0.833,10,2.5,1,0,0,17.75,4,0
STU-02655,19,Female,Medium,89.87,76.81,0.754,10,5.26,2,0,0,12.55,1,0
STU-02656,21,Male,High,70.02,71.72,0.674,8,5.17,1,0,0,3.79,3,0
STU-02657,21,Male,Medium,80.49,69.32,0.427,10,5.88,3,1,0,7.28,2,0
STU-02658,18,Male,Medium,67.63,69.9,0.84,7,2.28,6,0,0,16.16,2,0
STU-02659,21,Female,Low,78.22,100.0,1.0,9,7.51,2,0,1,4.29,2,0
STU-02660,23,Male,Low,68.67,61.67,0.332,5,3.21,3,1,0,3.57,3,1
STU-02661,20,Female,High,91.56,93.46,1.0,12,5.25,1,0,0,4.61,0,0
STU-02662,19,Non-binary,Medium,86.77,77.55,0.718,11,5.96,1,0,0,6.47,1,0
STU-02663,20,Male,Medium,75.72,83.09,0.921,12,7.05,3,1,0,3.74,1,0
STU-02664,22,Male,Low,91.99,57.04,0.585,12,2.46,2,1,1,4.76,5,0
STU-02665,18,Female,Medium,71.48,88.76,0.689,8,3.62,0,1,1,18.15,3,0
STU-02666,22,Female,High,82.86,79.93,0.778,8,4.26,3,0,0,16.46,2,0
STU-02667,19,Male,High,76.49,70.79,0.588,5,5.0,1,0,0,0.91,1,0
STU-02668,21,Female,Low,88.17,83.55,0.66,7,6.92,0,0,1,1.72,1,0
STU-02669,19,Male,Medium,89.08,79.2,0.873,9,5.7,1,0,0,12.54,4,0
STU-02670,19,Male,Medium,96.32,69.76,0.734,6,5.07,1,1,0,4.45,3,0
STU-02671,24,Non-binary,Medium,82.91,50.57,0.699,7,5.39,0,0,0,3.41,5,1
STU-02672,18,Female,Medium,49.44,76.99,0.702,7,2.94,1,1,1,9.56,1,0
STU-02673,22,Male,Medium,77.26,69.86,0.572,10,1.07,3,0,0,11.43,1,0
STU-02674,24,Female,Medium,99.22,76.5,0.822,9,6.62,0,1,0,12.43,0,0
STU-02675,22,Female,Medium,78.43,67.29,0.565,9,5.52,2,0,1,11.77,2,0
STU-02676,18,Male,Medium,60.91,78.88,0.729,11,5.38,1,1,1,10.0,1,0
STU-02677,18,Female,Medium,86.94,71.83,0.768,6,3.55,2,0,0,6.1,3,0
STU-02678,19,Non-binary,High,89.01,85.92,0.812,12,6.25,0,1,0,13.89,2,0
STU-02679,21,Male,Medium,74.0,67.17,0.605,9,6.21,1,1,1,13.26,2,0
STU-02680,21,Non-binary,Medium,79.29,60.51,0.438,10,7.31,1,1,0,15.11,1,0
STU-02681,18,Non-binary,High,73.93,81.25,0.899,11,5.67,0,0,0,3.59,0,0
STU-02682,19,Male,High,89.0,90.5,0.823,9,6.82,2,0,0,3.44,0,0
STU-02683,19,Female,Low,80.62,64.11,0.712,9,3.32,2,0,0,33.03,2,0
STU-02684,20,Male,Medium,69.18,67.83,0.728,6,2.67,1,0,0,15.16,3,0
STU-02685,25,Female,Low,79.9,71.52,0.833,8,6.44,1,1,1,4.56,4,0
STU-02686,19,Male,Medium,73.94,74.94,0.703,9,1.53,2,0,0,6.01,1,0
STU-02687,18,Male,Low,96.07,98.03,0.891,11,6.19,3,1,0,11.58,3,0
STU-02688,18,Male,Medium,91.83,75.84,0.606,11,6.88,1,0,0,12.67,3,0
STU-02689,22,Female,Low,78.65,66.65,0.594,12,5.24,1,1,1,1.35,3,0
STU-02690,20,Female,Medium,82.89,73.03,0.756,9,5.94,1,0,0,9.33,2,0
STU-02691,19,Female,High,94.4,72.64,0.614,12,4.94,1,0,0,13.27,2,0
STU-02692,20,Female,Medium,80.09,56.22,0.607,9,3.77,2,1,1,4.77,0,0
STU-02693,19,Female,High,91.59,82.05,0.97,8,9.04,2,0,0,1.39,1,0
STU-02694,21,Female,High,99.5,89.78,0.807,10,7.59,0,1,0,12.07,1,0
STU-02695,26,Female,High,77.85,74.14,0.567,9,5.3,4,0,0,2.31,3,0
STU-02696,22,Male,Low,98.11,78.66,0.714,9,5.54,2,1,1,17.07,2,1
STU-02697,20,Female,High,98.16,74.88,0.56,8,4.19,0,0,0,3.16,2,0
STU-02698,19,Male,Low,82.73,74.44,0.887,8,6.87,2,1,1,8.67,2,0
STU-02699,18,Female,Medium,77.12,73.71,0.731,8,4.18,1,1,1,1.57,0,0
STU-02700,22,Male,High,85.85,82.71,0.712,8,5.05,2,0,0,8.43,2,0
STU-02701,22,Female,Medium,79.31,76.31,0.676,11,5.4,1,0,0,7.29,0,0
STU-02702,20,Male,Medium,73.28,74.11,0.583,4,4.26,6,0,0,5.93,0,0
STU-02703,23,Male,Medium,87.86,90.36,0.987,11,8.08,2,0,1,4.73,0,0
STU-02704,21,Male,High,71.99,77.03,0.97,10,3.3,2,1,0,6.12,4,0
STU-02705,22,Female,Medium,78.28,77.38,0.574,7,4.25,0,0,1,4.89,1,0
STU-02706,21,Male,Medium,78.42,55.22,0.685,8,7.52,0,0,0,11.47,2,0
STU-02707,20,Female,High,68.23,80.04,0.746,8,5.52,1,0,0,8.81,2,0
STU-02708,18,Female,Low,87.24,71.1,0.85,10,5.17,1,0,1,8.1,1,0
STU-02709,20,Female,Low,77.49,70.19,0.47,9,4.91,1,1,1,8.49,2,0
STU-02710,22,Male,Medium,96.29,68.49,0.703,11,5.31,0,0,1,5.34,2,0
STU-02711,19,Female,High,80.56,96.32,0.869,9,7.26,4,1,0,9.71,2,0
STU-02712,21,Male,Low,75.53,43.71,0.539,6,5.07,0,1,0,13.35,1,0
STU-02713,18,Female,Low,70.05,80.7,0.789,9,3.26,2,0,0,10.62,1,0
STU-02714,22,Female,Low,80.43,75.06,0.735,8,5.11,2,1,0,13.12,1,0
STU-02715,21,Female,High,83.74,57.89,0.571,8,4.98,0,1,0,11.3,1,0
STU-02716,18,Female,Low,88.16,94.88,1.0,11,6.62,3,1,0,9.48,2,0
STU-02717,20,Male,Medium,82.74,79.85,0.753,9,5.38,0,0,1,2.74,5,0
STU-02718,22,Male,High,100.0,61.17,0.716,11,6.38,0,0,0,4.15,3,0
STU-02719,18,Male,Low,85.02,68.78,0.754,14,5.62,1,1,1,1.56,0,0
STU-02720,18,Female,Medium,71.14,74.49,0.834,10,3.66,1,0,0,13.34,6,1
STU-02721,20,Female,Medium,70.21,85.83,0.705,11,3.58,1,0,0,2.81,0,0
STU-02722,25,Male,High,89.13,75.44,0.821,11,5.08,1,0,0,3.81,2,0
STU-02723,19,Female,Medium,70.8,42.51,0.49,8,3.69,0,1,0,5.6,3,0
STU-02724,22,Female,Medium,88.54,92.09,0.738,11,4.79,1,0,0,5.63,0,0
STU-02725,21,Male,Low,89.85,80.31,0.753,11,6.8,3,0,1,6.4,2,0
STU-02726,19,Female,Medium,92.12,56.89,0.85,12,4.32,3,0,1,13.57,5,1
STU-02727,21,Female,Medium,72.44,73.2,0.669,9,1.77,0,0,0,9.37,0,0
STU-02728,20,Female,Low,90.14,79.95,0.731,7,7.95,2,1,1,10.88,1,0
STU-02729,20,Male,Medium,85.55,72.82,0.767,7,3.96,1,1,1,3.5,2,0
STU-02730,17,Female,High,76.56,65.23,0.582,9,5.65,1,1,1,11.03,4,0
STU-02731,20,Male,Low,78.25,63.66,0.65,7,5.25,1,1,0,3.33,2,0
STU-02732,22,Female,Low,85.18,69.83,0.633,10,3.56,1,1,1,6.24,0,0
STU-02733,21,Female,Medium,74.6,74.35,0.775,11,4.45,0,1,0,4.61,2,0
STU-02734,23,Female,Medium,85.32,83.84,0.802,9,4.81,2,0,0,4.83,0,0
STU-02735,22,Male,Low,95.9,56.75,0.808,12,6.2,3,1,0,27.83,4,0
STU-02736,20,Female,Medium,92.6,82.01,0.799,11,4.45,3,0,0,5.12,0,0
STU-02737,19,Male,Low,80.9,75.91,0.713,9,4.48,0,1,0,1.23,2,0
STU-02738,19,Female,Medium,84.58,77.29,0.876,10,5.36,1,1,1,12.98,2,0
STU-02739,17,Female,Medium,76.08,67.47,0.5,7,5.37,1,1,1,6.64,2,0
STU-02740,20,Female,Medium,76.39,85.87,1.0,8,4.86,0,1,0,10.58,1,0
STU-02741,21,Male,Low,63.09,75.93,0.622,5,2.26,2,1,0,3.81,2,0
STU-02742,24,Female,High,86.01,74.37,0.87,9,4.69,3,0,1,6.41,1,0
STU-02743,22,Male,Low,87.51,73.37,0.893,14,6.11,4,1,1,7.15,1,0
STU-02744,19,Male,Medium,81.22,81.7,0.727,7,2.3,1,0,1,7.12,1,0
STU-02745,17,Male,Medium,72.35,82.55,0.746,7,6.12,1,0,0,6.65,2,0
STU-02746,20,Male,Medium,82.73,66.55,0.646,8,4.62,2,1,0,12.43,0,0
STU-02747,22,Male,Low,94.76,67.22,0.739,9,6.04,3,1,0,13.67,1,0
STU-02748,20,Male,Low,89.88,78.08,0.639,10,5.2,0,1,1,3.69,2,0
STU-02749,22,Female,Medium,81.68,62.97,0.614,8,3.51,2,0,0,13.14,4,0
STU-02750,20,Male,Low,100.0,60.75,0.571,9,3.61,4,1,0,4.01,0,0
STU-02751,22,Male,Low,100.0,72.0,0.568,8,4.14,1,1,1,10.13,4,0
STU-02752,17,Female,Medium,76.72,76.0,0.615,8,2.11,1,0,0,1.09,1,0
STU-02753,24,Male,High,80.55,90.95,0.886,10,5.75,1,0,0,12.51,3,0
STU-02754,18,Male,Low,87.63,67.17,0.677,9,4.68,2,1,1,9.43,3,0
STU-02755,22,Female,High,73.21,70.65,0.603,12,1.87,0,1,0,4.24,1,0
STU-02756,20,Male,Medium,91.34,80.4,0.789,10,4.57,0,1,0,7.58,1,0
